user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
85,Weekday,10.83,13.57,2,4,Yes,5.82,40.0,87.57,Medium,3.693444136657433,15.57
85,Weekend,3.0,6.39,0,5,No,7.44,51.0,81.62,Medium,17.0,6.39
86,Weekend,3.0,5.38,0,1,No,6.37,88.5,10.57,Low,29.5,5.38
86,Weekday,7.77,9.46,2,5,No,8.28,90.3,12.34,Low,11.621621621621621,11.46
86,Weekday,8.92,11.09,1,3,No,9.04,100.0,11.75,Low,11.210762331838565,12.09
86,Weekday,9.08,11.71,3,3,No,7.17,86.6,21.99,Low,9.537444933920705,14.71
86,Weekday,8.55,10.3,3,2,No,7.77,82.2,28.06,Low,9.614035087719298,13.3
86,Weekday,9.25,10.85,0,3,No,4.95,80.6,33.2,Low,8.713513513513513,10.85
86,Weekday,9.26,13.19,5,2,No,8.73,84.1,37.49,Low,9.08207343412527,18.189999999999998
86,Weekday,9.79,12.89,5,5,Yes,7.91,70.0,49.53,Low,7.150153217568948,17.89
86,Weekend,5.28,8.37,3,1,No,7.91,68.1,52.81,Low,12.897727272727272,11.37
86,Weekday,9.6,12.28,2,4,No,6.84,53.4,63.46,Low,5.5625,14.28
87,Weekend,3.0,4.74,1,3,No,6.83,89.6,11.87,Low,29.866666666666664,5.74
87,Weekday,10.54,12.13,3,1,No,6.95,83.2,26.64,Low,7.893738140417458,15.13
87,Weekday,7.1,8.66,4,4,Yes,4.73,67.4,43.1,Low,9.492957746478874,12.66
87,Weekday,9.09,12.9,4,3,Yes,7.63,56.1,59.99,Low,6.1716171617161715,16.9
87,Weekend,3.67,5.48,2,5,Yes,8.05,61.1,59.27,Low,16.64850136239782,7.48
87,Weekday,8.11,11.93,4,3,No,8.08,40.0,76.57,Medium,4.932182490752158,15.93
87,Weekday,8.06,10.68,4,3,Yes,6.44,46.8,85.08,Medium,5.806451612903225,14.68
87,Weekday,7.22,10.16,4,5,No,7.23,41.8,93.93,Medium,5.7894736842105265,14.16
87,Weekday,7.91,9.52,5,5,No,6.92,40.0,102.78,Medium,5.056890012642225,14.52
87,Weekend,3.89,6.0,2,1,Yes,7.22,40.0,106.94,Medium,10.282776349614396,8.0
88,Weekday,7.45,10.47,2,5,No,6.95,86.4,21.51,Low,11.597315436241612,12.47
88,Weekend,5.19,8.43,0,2,No,7.18,85.2,24.65,Low,16.416184971098264,8.43
88,Weekday,11.12,13.42,2,5,No,6.97,75.7,38.65,Low,6.807553956834533,15.42
88,Weekend,3.92,6.71,1,2,No,6.02,70.8,42.83,Low,18.06122448979592,7.71
88,Weekend,5.8,7.87,0,2,No,7.74,58.8,50.17,Low,10.137931034482758,7.87
88,Weekend,5.4,7.64,1,3,No,7.39,70.0,48.3,Low,12.962962962962962,8.64
88,Weekday,7.4,10.78,1,4,Yes,7.81,56.4,60.49,Low,7.621621621621621,11.78
88,Weekend,6.95,10.12,0,1,Yes,5.26,60.6,67.21,Low,8.719424460431656,10.12
88,Weekday,9.15,12.24,5,3,Yes,6.37,47.0,85.58,Medium,5.136612021857923,17.240000000000002
88,Weekend,4.85,8.66,1,5,Yes,6.8,45.3,90.09,Medium,9.34020618556701,9.66
89,Weekend,3.18,6.35,1,3,No,7.61,97.3,8.43,Low,30.597484276729556,7.35
89,Weekday,8.02,10.76,4,1,No,7.47,86.5,18.74,Low,10.785536159600998,14.76
89,Weekend,4.7,8.36,1,4,Yes,6.52,83.4,22.72,Low,17.74468085106383,9.36
89,Weekday,8.27,11.0,1,3,Yes,8.37,78.5,29.73,Low,9.492140266021766,12.0
89,Weekend,4.03,7.14,1,1,No,5.07,78.3,32.15,Low,19.429280397022332,8.14
89,Weekday,7.0,8.64,2,1,Yes,7.34,75.4,38.44,Low,10.771428571428572,10.64
89,Weekend,4.29,8.15,1,5,No,7.1,80.3,37.23,Low,18.717948717948715,9.15
89,Weekday,8.49,10.73,2,4,No,5.76,73.0,45.37,Low,8.598351001177855,12.73
89,Weekend,5.23,8.46,2,5,Yes,6.38,64.6,52.01,Low,12.351816443594645,10.46
89,Weekend,5.26,8.11,1,4,No,6.1,61.4,55.32,Low,11.67300380228137,9.11
90,Weekday,8.18,10.55,6,1,Yes,8.26,83.6,23.26,Low,10.2200488997555,16.55
90,Weekday,8.84,10.64,2,1,Yes,7.55,72.7,34.31,Low,8.22398190045249,12.64
90,Weekday,8.7,11.6,0,4,No,7.52,77.8,36.29,Low,8.942528735632184,11.6
90,Weekend,5.01,9.0,0,4,No,5.26,81.3,36.98,Low,16.227544910179642,9.0
90,Weekend,3.17,5.29,1,1,No,7.36,74.5,40.02,Low,23.501577287066247,6.29
90,Weekday,9.82,12.94,3,5,No,6.46,64.3,50.61,Low,6.547861507128309,15.94
90,Weekend,4.75,7.96,0,2,No,6.02,70.3,50.1,Low,14.799999999999999,7.96
90,Weekend,4.85,7.78,0,3,Yes,5.27,63.7,55.83,Low,13.134020618556702,7.78
90,Weekend,3.66,5.42,0,2,No,7.89,71.2,52.52,Low,19.453551912568305,5.42
90,Weekday,10.28,13.68,6,1,No,7.64,56.7,67.31,Low,5.515564202334631,19.68
91,Weekday,8.86,12.45,2,4,No,7.9,90.1,15.12,Low,10.169300225733634,14.45
91,Weekend,3.43,5.36,1,1,No,5.93,89.2,16.91,Low,26.005830903790088,6.36
91,Weekday,10.49,13.94,2,2,Yes,6.83,82.4,30.73,Low,7.855100095328885,15.94
91,Weekday,10.4,13.91,2,1,No,7.32,73.0,44.1,Low,7.019230769230769,15.91
91,Weekend,5.6,8.06,1,4,Yes,7.77,69.8,48.81,Low,12.464285714285715,9.06
91,Weekday,9.36,13.03,1,5,Yes,8.44,69.6,56.18,Low,7.435897435897436,14.03
91,Weekday,10.03,12.83,2,1,Yes,6.49,50.8,74.6,Medium,5.06480558325025,14.83
91,Weekday,8.53,11.35,2,1,No,6.45,55.4,80.52,Medium,6.494724501758499,13.35
91,Weekday,7.65,11.55,4,5,No,8.52,40.0,92.31,Medium,5.228758169934641,15.55
91,Weekend,7.38,9.33,1,4,Yes,7.87,40.0,97.46,Medium,5.420054200542006,10.33
92,Weekend,4.93,6.84,1,2,No,8.35,94.3,12.81,Low,19.127789046653145,7.84
92,Weekday,9.45,11.15,4,4,No,6.23,91.0,17.86,Low,9.62962962962963,15.15
92,Weekday,7.54,9.77,1,1,Yes,9.31,88.4,21.42,Low,11.724137931034484,10.77
92,Weekend,5.93,7.99,2,1,Yes,6.99,82.9,26.15,Low,13.979763912310288,9.99
92,Weekday,8.59,10.64,2,5,No,7.17,89.2,26.13,Low,10.384167636786962,12.64
92,Weekend,3.0,6.16,3,4,No,7.99,83.9,28.36,Low,27.96666666666667,9.16
92,Weekend,3.94,7.92,0,3,No,6.69,82.1,29.53,Low,20.83756345177665,7.92
92,Weekday,7.3,10.58,3,4,No,7.54,84.5,30.91,Low,11.575342465753424,13.58
92,Weekday,9.19,10.73,3,4,No,5.3,75.1,38.24,Low,8.171926006528835,13.73
92,Weekday,7.67,10.37,4,1,No,6.84,72.3,42.73,Low,9.426336375488917,14.37
93,Weekday,5.94,9.8,3,5,No,8.24,100.0,9.32,Low,16.835016835016834,12.8
93,Weekday,7.14,10.84,0,2,No,7.22,88.1,19.51,Low,12.338935574229692,10.84
93,Weekday,8.01,10.95,3,1,No,6.48,79.9,31.89,Low,9.975031210986268,13.95
93,Weekend,4.57,7.58,0,2,No,7.43,76.5,34.82,Low,16.73960612691466,7.58
93,Weekend,4.27,6.98,1,1,No,7.94,83.7,33.73,Low,19.601873536299767,7.98
93,Weekday,8.86,11.47,4,4,No,6.72,68.9,48.94,Low,7.776523702031604,15.47
93,Weekend,5.31,8.18,0,5,No,6.94,67.4,51.05,Low,12.693032015065915,8.18
93,Weekend,3.17,5.83,2,5,No,7.81,84.2,43.62,Low,26.561514195583598,7.83
93,Weekday,6.56,9.43,5,4,No,6.54,63.2,59.18,Low,9.634146341463415,14.43
93,Weekend,4.04,7.06,0,5,Yes,6.8,60.9,61.82,Low,15.074257425742573,7.06
94,Weekday,6.88,9.18,2,3,No,9.16,89.5,16.95,Low,13.008720930232558,11.18
94,Weekday,8.79,10.59,3,4,No,8.29,77.3,29.66,Low,8.794084186575654,13.59
94,Weekday,8.36,10.37,2,4,Yes,6.58,66.2,43.84,Low,7.918660287081341,12.37
94,Weekday,7.25,9.48,4,1,No,6.64,62.3,54.55,Low,8.593103448275862,13.48
94,Weekday,10.08,13.79,2,4,No,7.34,54.7,68.15,Low,5.426587301587301,15.79
94,Weekday,8.2,12.0,4,4,No,8.5,52.6,77.49,Medium,6.414634146341464,16.0
94,Weekend,5.11,8.46,0,5,Yes,6.88,49.4,82.34,Medium,9.667318982387474,8.46
94,Weekday,7.69,9.95,5,2,Yes,8.67,40.0,96.6,Medium,5.201560468140442,14.95
94,Weekday,7.97,9.64,0,2,Yes,7.66,40.0,104.35,Medium,5.018820577164367,9.64
94,Weekday,8.42,10.81,4,3,No,6.44,40.0,114.46,High,4.750593824228028,14.81
95,Weekday,9.45,11.63,2,2,Yes,5.69,84.9,22.68,Low,8.984126984126986,13.63
95,Weekend,3.78,6.53,0,3,No,7.2,88.8,21.2,Low,23.492063492063494,6.53
95,Weekend,5.56,7.84,0,2,No,5.89,77.4,27.89,Low,13.92086330935252,7.84
95,Weekend,4.87,7.97,1,2,Yes,6.36,81.2,29.45,Low,16.673511293634498,8.969999999999999
95,Weekend,5.64,7.45,1,4,No,6.73,89.0,27.91,Low,15.780141843971633,8.45
95,Weekday,7.88,9.45,1,5,No,5.96,65.4,40.7,Low,8.299492385786802,10.45
95,Weekday,8.19,10.12,4,4,No,5.87,68.1,44.78,Low,8.315018315018316,14.12
95,Weekend,6.36,9.09,0,4,No,8.85,71.2,44.76,Low,11.19496855345912,9.09
95,Weekend,5.07,7.55,0,4,Yes,6.58,64.1,49.65,Low,12.64299802761341,7.55
95,Weekday,9.08,10.68,4,3,No,5.94,68.8,53.78,Low,7.577092511013215,14.68
96,Weekday,8.01,11.68,4,2,No,6.1,83.0,23.03,Low,10.362047440699126,15.68
96,Weekend,3.58,6.49,1,2,No,6.24,82.4,24.97,Low,23.016759776536315,7.49
96,Weekday,10.38,12.36,2,5,No,6.21,82.0,34.89,Low,7.899807321772639,14.36
96,Weekend,5.53,9.39,0,3,No,6.55,66.6,44.46,Low,12.043399638336346,9.39
96,Weekend,5.68,8.69,4,2,No,6.98,72.9,48.0,Low,12.834507042253522,12.69
96,Weekend,6.15,9.27,2,2,Yes,5.63,63.1,60.02,Low,10.260162601626016,11.27
96,Weekday,8.97,12.61,2,3,No,5.46,52.5,74.25,Medium,5.852842809364548,14.61
96,Weekend,5.98,8.75,1,2,Yes,7.0,50.4,81.22,Medium,8.42809364548495,9.75
96,Weekday,7.86,9.81,2,5,Yes,7.21,44.6,91.0,Medium,5.674300254452926,11.81
96,Weekend,5.41,7.83,2,2,No,5.88,40.0,97.69,Medium,7.393715341959334,9.83
97,Weekday,8.85,12.09,1,4,No,7.66,79.8,24.11,Low,9.016949152542374,13.09
97,Weekday,8.17,10.28,2,1,Yes,5.19,87.4,34.86,Low,10.697674418604652,12.28
97,Weekday,9.69,12.77,2,4,No,5.45,61.1,58.17,Low,6.30546955624355,14.77
97,Weekend,3.0,6.35,0,1,No,7.96,61.7,57.58,Low,20.566666666666666,6.35
97,Weekday,8.14,12.09,2,4,No,8.53,51.5,69.76,Low,6.326781326781326,14.09
97,Weekend,3.0,4.76,1,5,No,7.28,65.1,62.27,Low,21.7,5.76
97,Weekday,6.44,9.39,1,5,Yes,6.73,49.3,75.62,Medium,7.655279503105589,10.39
97,Weekend,3.0,4.76,1,5,No,7.76,56.7,70.23,Medium,18.900000000000002,5.76
97,Weekend,4.65,8.64,1,2,No,6.49,58.6,73.76,Medium,12.602150537634408,9.64
97,Weekend,4.26,6.35,0,1,Yes,8.08,50.6,80.14,Medium,11.87793427230047,6.35
98,Weekend,3.08,5.87,2,5,No,4.79,101.5,4.88,Low,32.95454545454545,7.87
98,Weekend,6.86,9.5,0,2,No,4.5,90.3,17.39,Low,13.163265306122447,9.5
98,Weekend,3.79,5.76,2,4,No,6.6,78.9,23.31,Low,20.817941952506597,7.76
98,Weekday,8.43,10.38,0,4,Yes,7.08,75.5,33.91,Low,8.956109134045077,10.38
98,Weekend,4.35,8.06,1,5,Yes,7.08,82.5,34.8,Low,18.965517241379313,9.06
98,Weekday,7.48,9.08,6,3,No,7.78,74.7,48.12,Low,9.98663101604278,15.08
98,Weekday,6.8,9.33,4,1,No,8.4,55.9,64.16,Low,8.220588235294118,13.33
98,Weekday,8.04,11.45,3,3,Yes,7.11,49.9,78.98,Medium,6.206467661691542,14.45
98,Weekend,6.95,8.47,0,2,No,9.15,49.0,83.05,Medium,7.0503597122302155,8.47
98,Weekend,3.0,6.22,0,5,Yes,6.96,44.4,85.3,Medium,14.799999999999999,6.22
99,Weekday,9.84,12.31,0,2,No,6.29,80.0,21.35,Low,8.130081300813009,12.31
99,Weekday,9.48,13.45,5,4,Yes,6.5,85.4,28.01,Low,9.0084388185654,18.45
99,Weekday,7.87,10.88,1,2,No,6.67,78.8,35.37,Low,10.012706480304955,11.88
99,Weekday,7.27,9.84,1,1,No,7.1,78.6,39.61,Low,10.811554332874827,10.84
99,Weekend,5.82,9.56,1,5,No,6.89,78.9,41.66,Low,13.556701030927835,10.56
99,Weekend,6.51,8.57,1,1,Yes,8.41,70.3,49.02,Low,10.798771121351766,9.57
99,Weekend,3.35,6.95,0,3,No,6.85,68.9,49.69,Low,20.567164179104477,6.95
99,Weekend,4.63,7.26,0,4,Yes,6.64,69.3,51.46,Low,14.967602591792657,7.26
99,Weekday,7.21,10.29,4,4,Yes,5.8,62.3,60.68,Low,8.640776699029125,14.29
99,Weekday,7.08,10.1,2,4,Yes,7.43,52.6,69.3,Low,7.429378531073446,12.1
100,Weekday,8.77,12.12,2,3,Yes,7.35,90.7,22.03,Low,10.342075256556443,14.12
100,Weekday,10.21,14.18,5,3,Yes,5.59,76.2,41.97,Low,7.463271302644466,19.18
100,Weekday,10.45,14.15,5,1,No,7.43,62.7,59.71,Low,6.000000000000001,19.15
100,Weekend,5.84,9.38,0,5,Yes,6.12,63.8,63.69,Low,10.924657534246576,9.38
100,Weekday,7.58,11.55,7,2,Yes,5.83,42.5,84.62,Medium,5.6068601583113455,18.55
100,Weekday,8.71,11.34,1,2,No,6.16,44.7,91.5,Medium,5.13203214695752,12.34
100,Weekend,4.4,7.63,1,3,No,5.18,44.1,94.62,Medium,10.022727272727272,8.629999999999999
100,Weekday,8.51,11.49,3,2,No,6.93,40.0,104.67,Medium,4.700352526439483,14.49
100,Weekend,6.66,9.93,1,4,No,8.4,40.0,107.98,Medium,6.006006006006006,10.93
100,Weekend,3.26,6.48,1,2,No,5.03,40.0,109.99,Medium,12.269938650306749,7.48
101,Weekend,3.97,7.32,2,3,No,8.89,87.3,14.8,Low,21.989924433249367,9.32
101,Weekend,4.53,6.43,0,3,No,6.16,91.3,13.8,Low,20.154525386313463,6.43
101,Weekday,8.71,11.72,4,5,Yes,6.42,85.2,20.89,Low,9.781859931113662,15.72
101,Weekday,8.55,12.46,2,2,No,7.82,96.9,19.77,Low,11.333333333333334,14.46
101,Weekend,4.4,5.93,0,3,No,6.77,87.4,23.9,Low,19.863636363636363,5.93
101,Weekday,6.54,9.87,4,3,Yes,6.49,79.7,30.79,Low,12.186544342507645,13.87
101,Weekday,7.01,10.1,3,2,No,7.18,78.3,34.35,Low,11.169757489300999,13.1
101,Weekday,9.65,11.88,2,2,No,8.62,77.7,38.22,Low,8.05181347150259,13.88
101,Weekend,3.0,6.78,3,2,No,7.05,74.4,40.44,Low,24.8,9.780000000000001
101,Weekday,8.5,12.28,4,1,No,5.69,71.7,46.39,Low,8.435294117647059,16.28
102,Weekend,3.0,6.33,1,4,No,6.54,92.3,12.78,Low,30.766666666666666,7.33
102,Weekend,3.51,5.76,1,3,No,7.58,86.3,15.15,Low,24.586894586894587,6.76
102,Weekend,3.75,6.53,0,5,No,7.97,97.3,9.49,Low,25.946666666666665,6.53
102,Weekend,3.51,5.2,3,2,Yes,6.56,87.3,17.28,Low,24.871794871794872,8.2
102,Weekday,7.77,10.48,2,4,No,7.1,86.3,23.9,Low,11.106821106821107,12.48
102,Weekend,5.72,7.74,0,2,Yes,6.14,85.2,29.52,Low,14.895104895104897,7.74
102,Weekday,9.18,11.55,3,1,Yes,6.7,65.5,49.2,Low,7.135076252723311,14.55
102,Weekday,8.35,10.32,0,3,Yes,7.41,67.0,55.89,Low,8.023952095808383,10.32
102,Weekday,7.85,11.14,1,2,No,8.58,58.9,64.93,Low,7.503184713375797,12.14
102,Weekday,8.32,12.03,2,1,Yes,7.71,48.7,78.96,Medium,5.853365384615385,14.03
103,Weekend,3.0,6.09,1,5,No,7.31,80.0,14.37,Low,26.666666666666668,7.09
103,Weekday,8.56,12.04,4,4,Yes,7.94,90.5,21.36,Low,10.572429906542055,16.04
103,Weekday,7.47,11.24,3,3,No,7.13,82.4,32.74,Low,11.03078982597055,14.24
103,Weekend,3.0,6.65,0,4,Yes,4.8,76.8,37.58,Low,25.599999999999998,6.65
103,Weekend,3.48,5.21,1,2,No,7.07,79.9,36.86,Low,22.95977011494253,6.21
103,Weekend,3.38,5.82,1,5,No,5.76,81.7,36.34,Low,24.171597633136095,6.82
103,Weekend,4.86,6.98,0,5,No,8.41,73.2,39.29,Low,15.061728395061728,6.98
103,Weekday,8.85,10.99,4,5,Yes,6.87,70.1,51.77,Low,7.9209039548022595,14.99
103,Weekend,4.6,6.47,3,5,Yes,4.81,59.1,61.88,Low,12.847826086956523,9.469999999999999
103,Weekday,9.11,12.02,5,4,Yes,5.19,53.9,78.36,Medium,5.916575192096597,17.02
104,Weekend,3.0,5.71,0,5,No,5.72,105.1,2.59,Low,35.03333333333333,5.71
104,Weekend,4.45,7.58,2,1,Yes,6.27,92.4,12.62,Low,20.764044943820224,9.58
104,Weekend,3.98,5.53,0,2,No,7.88,97.6,10.4,Low,24.52261306532663,5.53
104,Weekend,4.54,7.51,0,5,Yes,4.5,77.2,21.93,Low,17.004405286343612,7.51
104,Weekday,9.63,13.53,2,3,No,7.75,89.6,24.94,Low,9.304257528556592,15.53
104,Weekday,9.18,12.33,3,5,No,6.77,72.5,39.38,Low,7.89760348583878,15.33
104,Weekend,3.0,5.7,1,4,No,7.61,82.1,34.71,Low,27.366666666666664,6.7
104,Weekday,9.32,11.7,2,3,No,5.0,67.0,49.36,Low,7.188841201716738,13.7
104,Weekday,9.48,12.58,1,4,No,8.02,71.2,54.11,Low,7.510548523206751,13.58
104,Weekend,3.33,5.13,4,4,No,9.28,56.8,59.81,Low,17.057057057057055,9.129999999999999
105,Weekday,8.28,11.18,3,5,No,5.91,84.0,19.09,Low,10.144927536231885,14.18
105,Weekend,3.0,4.97,1,3,Yes,6.64,82.7,20.97,Low,27.566666666666666,5.97
105,Weekend,5.85,7.55,0,2,No,6.18,99.0,17.58,Low,16.923076923076923,7.55
105,Weekday,8.67,10.48,5,3,No,6.21,75.0,36.22,Low,8.650519031141869,15.48
105,Weekday,5.73,8.86,2,4,Yes,7.13,73.1,41.94,Low,12.757417102966839,10.86
105,Weekend,3.89,6.06,0,3,No,7.52,82.4,38.01,Low,21.182519280205657,6.06
105,Weekend,5.76,9.69,0,2,No,7.67,69.9,46.05,Low,12.135416666666668,9.69
105,Weekday,10.44,14.42,3,3,No,6.55,59.8,60.69,Low,5.727969348659004,17.42
105,Weekday,7.2,10.19,2,3,No,6.0,54.8,68.81,Low,7.611111111111111,12.19
105,Weekend,5.9,9.32,0,4,Yes,7.6,55.0,72.55,Medium,9.322033898305085,9.32
106,Weekend,5.2,7.05,0,4,No,8.09,98.4,10.99,Low,18.923076923076923,7.05
106,Weekend,6.69,10.16,0,2,No,7.23,81.9,22.36,Low,12.242152466367713,10.16
106,Weekday,8.31,10.2,5,5,Yes,5.06,76.9,35.77,Low,9.253910950661853,15.2
106,Weekend,4.03,6.57,1,4,No,6.83,87.2,32.52,Low,21.63771712158809,7.57
106,Weekend,5.38,9.03,2,4,No,5.76,66.6,45.26,Low,12.379182156133828,11.03
106,Weekend,5.17,8.83,1,3,Yes,7.15,65.5,50.58,Low,12.669245647969053,9.83
106,Weekend,5.31,8.92,2,1,No,6.35,57.9,58.92,Low,10.903954802259888,10.92
106,Weekend,3.04,5.51,0,1,Yes,6.51,56.6,61.61,Low,18.61842105263158,5.51
106,Weekday,8.36,10.1,0,2,No,7.41,60.3,66.23,Low,7.212918660287081,10.1
106,Weekday,7.79,11.35,2,4,Yes,7.56,46.5,80.0,Medium,5.969191270860077,13.35
107,Weekday,6.57,9.15,3,1,No,7.42,83.2,16.76,Low,12.663622526636225,12.15
107,Weekday,10.19,12.44,5,5,Yes,5.96,86.9,22.36,Low,8.527968596663396,17.439999999999998
107,Weekend,3.93,5.65,1,5,No,5.73,70.4,29.29,Low,17.91348600508906,6.65
107,Weekday,6.91,9.69,3,5,No,8.78,91.4,23.2,Low,13.227206946454414,12.69
107,Weekday,9.26,13.15,2,2,Yes,8.22,71.9,36.71,Low,7.764578833693306,15.15
107,Weekend,3.55,7.44,0,4,No,7.54,72.7,36.19,Low,20.47887323943662,7.44
107,Weekday,6.85,8.98,7,4,No,6.61,78.0,38.61,Low,11.386861313868614,15.98
107,Weekday,9.46,11.62,5,2,No,7.53,66.4,49.04,Low,7.019027484143763,16.619999999999997
107,Weekend,4.41,6.35,1,4,No,6.54,64.5,50.47,Low,14.625850340136054,7.35
107,Weekday,9.32,13.14,2,3,No,9.09,64.8,54.58,Low,6.952789699570815,15.14
108,Weekday,8.44,12.18,4,3,No,6.38,92.6,15.98,Low,10.971563981042655,16.18
108,Weekend,5.3,8.62,0,5,Yes,6.65,86.0,20.06,Low,16.22641509433962,8.62
108,Weekday,8.16,11.92,2,4,No,7.1,77.5,26.36,Low,9.497549019607844,13.92
108,Weekend,4.66,6.81,1,4,No,7.8,87.0,22.9,Low,18.669527896995707,7.81
108,Weekday,7.84,11.16,1,4,Yes,6.39,97.7,21.86,Low,12.46173469387755,12.16
108,Weekday,10.59,12.09,3,1,No,8.08,80.0,33.27,Low,7.554296506137866,15.09
108,Weekday,7.69,9.55,2,5,Yes,8.05,91.2,31.36,Low,11.859557867360207,11.55
108,Weekday,7.7,11.57,2,1,Yes,6.15,80.4,39.84,Low,10.441558441558442,13.57
108,Weekday,10.53,13.53,5,5,No,5.31,61.4,52.52,Low,5.830959164292498,18.53
108,Weekend,6.6,8.4,0,4,No,7.08,62.5,53.31,Low,9.46969696969697,8.4
109,Weekday,9.21,12.32,8,2,No,6.86,82.3,24.25,Low,8.935939196525515,20.32
109,Weekend,6.1,9.58,0,1,Yes,6.0,83.5,28.17,Low,13.688524590163935,9.58
109,Weekend,6.65,10.04,1,2,No,9.06,85.0,30.1,Low,12.781954887218044,11.04
109,Weekend,6.32,8.59,1,4,No,6.22,70.2,38.66,Low,11.10759493670886,9.59
109,Weekend,3.53,5.89,1,1,Yes,7.23,72.6,39.53,Low,20.56657223796034,6.89
109,Weekend,3.0,5.36,1,4,No,7.54,81.1,35.46,Low,27.03333333333333,6.36
109,Weekday,7.21,9.82,3,5,No,7.47,73.3,42.04,Low,10.166435506241331,12.82
109,Weekend,4.95,7.68,0,2,No,7.89,77.0,41.58,Low,15.555555555555555,7.68
109,Weekend,4.12,6.64,0,1,No,8.45,72.7,43.65,Low,17.645631067961165,6.64
109,Weekday,7.91,10.57,2,2,Yes,4.6,63.1,54.28,Low,7.97724399494311,12.57
110,Weekday,9.96,13.82,4,1,Yes,8.1,78.9,32.46,Low,7.921686746987952,17.82
110,Weekend,3.0,6.99,0,3,Yes,5.7,78.8,34.96,Low,26.266666666666666,6.99
110,Weekend,3.97,5.8,1,2,No,7.37,68.0,40.28,Low,17.12846347607053,6.8
110,Weekday,10.15,12.49,1,2,No,6.73,76.4,46.9,Low,7.527093596059114,13.49
110,Weekend,6.01,9.57,0,1,Yes,6.93,65.9,57.5,Low,10.96505823627288,9.57
110,Weekend,4.27,6.01,0,1,Yes,5.1,65.9,61.97,Low,15.433255269320846,6.01
110,Weekday,10.43,14.22,3,5,Yes,6.17,46.8,82.82,Medium,4.487056567593481,17.22
110,Weekend,4.42,6.92,1,2,No,5.1,48.5,85.61,Medium,10.972850678733032,7.92
110,Weekend,5.63,7.45,3,1,Yes,7.92,40.0,95.45,Medium,7.104795737122558,10.45
110,Weekend,4.57,7.29,1,3,Yes,7.06,40.0,99.21,Medium,8.752735229759299,8.29
111,Weekend,3.73,5.66,1,5,No,5.47,88.8,10.04,Low,23.806970509383376,6.66
111,Weekend,6.64,9.54,0,1,No,7.17,88.9,13.42,Low,13.38855421686747,9.54
111,Weekday,7.96,11.26,5,4,No,5.44,74.5,26.08,Low,9.359296482412061,16.259999999999998
111,Weekday,9.27,12.54,6,4,No,9.0,78.4,31.49,Low,8.457389428263216,18.54
111,Weekend,4.56,7.46,1,4,No,9.28,95.7,24.62,Low,20.98684210526316,8.46
111,Weekend,5.0,7.29,1,4,No,6.75,79.2,32.67,Low,15.84,8.29
111,Weekday,10.43,12.67,2,3,No,6.77,73.0,42.32,Low,6.999041227229147,14.67
111,Weekend,4.93,7.01,2,4,Yes,7.55,76.4,43.56,Low,15.496957403651118,9.01
111,Weekend,3.22,5.31,0,2,No,5.49,77.6,43.57,Low,24.099378881987576,5.31
111,Weekday,10.02,12.14,2,5,No,7.93,68.7,52.78,Low,6.856287425149701,14.14
112,Weekday,7.92,10.2,2,5,No,7.83,94.3,9.12,Low,11.906565656565656,12.2
112,Weekend,3.52,5.05,0,4,Yes,7.53,84.9,13.01,Low,24.119318181818183,5.05
112,Weekend,5.16,8.2,0,1,No,7.88,87.5,12.96,Low,16.95736434108527,8.2
112,Weekday,8.08,9.75,5,1,No,7.36,86.1,17.18,Low,10.655940594059405,14.75
112,Weekend,3.72,5.27,0,1,No,6.32,81.1,19.57,Low,21.8010752688172,5.27
112,Weekend,6.86,8.62,2,2,No,7.43,74.0,24.5,Low,10.787172011661808,10.62
112,Weekend,6.51,9.58,3,4,No,7.12,84.1,22.57,Low,12.918586789554531,12.58
112,Weekday,9.55,11.48,7,5,Yes,6.68,75.6,31.15,Low,7.916230366492146,18.48
112,Weekend,4.1,6.45,0,4,No,7.3,79.9,29.36,Low,19.487804878048784,6.45
112,Weekend,4.53,6.85,1,1,No,7.48,82.2,29.35,Low,18.14569536423841,7.85
113,Weekday,9.39,13.32,3,4,Yes,8.0,83.5,21.16,Low,8.892438764643236,16.32
113,Weekend,5.03,7.78,0,2,No,6.92,80.5,23.39,Low,16.003976143141152,7.78
113,Weekday,10.01,11.78,2,5,No,5.0,86.5,25.22,Low,8.641358641358641,13.78
113,Weekend,3.26,6.37,0,1,No,5.34,85.2,26.47,Low,26.134969325153378,6.37
113,Weekend,4.02,6.27,0,2,Yes,7.75,79.7,29.55,Low,19.825870646766173,6.27
113,Weekday,9.98,12.94,7,1,Yes,8.6,75.8,37.46,Low,7.595190380761522,19.939999999999998
113,Weekday,8.7,11.3,1,3,No,7.33,78.3,39.54,Low,9.0,12.3
113,Weekday,7.93,11.0,4,4,No,7.84,69.2,46.42,Low,8.726355611601514,15.0
113,Weekend,4.75,7.99,1,5,Yes,7.55,68.6,47.95,Low,14.442105263157893,8.99
113,Weekend,5.7,9.39,2,5,No,7.52,68.7,49.31,Low,12.052631578947368,11.39
114,Weekend,6.31,8.41,0,2,Yes,6.53,85.9,22.02,Low,13.613312202852617,8.41
114,Weekday,10.17,13.55,5,5,No,6.19,75.7,41.18,Low,7.44346116027532,18.55
